Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,5494.07409425517
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,24673.5482979144
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,32610.110922729
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,55567.0890080496
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3741.69010745416
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,38077.5444869761
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,18262.7115849287
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,847.372723418531
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,35470.2151608295
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,989.058528968588
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,10239.674334039
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,12106.9240912296
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,985.697512629974
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7195.10130919449
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,1178.47990060249
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,8232.65225980002
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,10593.1164302324
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1502.51964514186
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2792.71457545742
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4863.76384632192
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2532.37560051691
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1580.78792757309
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,18639.259241294
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3950.3753419816
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,13105.6585004778
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,6344.7750188689
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1224.48962402344
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,1002.30913908852
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,5139.59814453125
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,10631.3167441564
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,23019.4221560046
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,82304.6204272866
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2878.96879292451
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,10582.3656725229
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,15943.6127197163
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,44320.909185774
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,4323.35031982451
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3515.23633611798
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,13263.6195488046
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4330.17840531329
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,6221.20365212094
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,426.354075914615
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6022.54254192335
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1330.72780576709
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2156.03409322984
